341.81, 115, 426, 46.614885330200195
215.63, 346, 605, 46.48399353027344
760.13, 448, 2422, 118.50285530090332
347.54, 655, 1541, 99.30682182312012
327.94, 809, 1669, 56.572914123535156
288.89, 68, 973, 46.78201675415039
295.29, 1672, 2430, 46.55718803405762
544.29, 18, 2758, 46.6611385345459
196.97, 12, 259, 46.54884338378906
651.78, 18, 2783, 47.421932220458984
